,samples,RT
2069,MAI5081A534,D8
2070,MAI5081A535,D8
2071,MAI5081A536,D8
2072,MAI5081A537,D8
2073,MAI5081A538,D8
2074,MAI5081A539,D8
2075,MAI5081A540,D8
2076,MAI5081A541,D8
2077,MAI5081A542,D8
2078,MAI5081A543,D8
2079,MAI5081A544,D8
2080,MAI5081A545,D8
2081,MAI5081A546,D8
2082,MAI5081A547,D8
2083,MAI5081A548,D8
2084,MAI5081A549,D8
2085,MAI5081A550,D8
2086,MAI5081A551,D8
2087,MAI5081A552,D8
2088,MAI5081A553,D8
2089,MAI5081A554,D8
2090,MAI5081A555,D8
2091,MAI5081A556,D8
2092,MAI5081A557,D8
2093,MAI5081A558,D8
2094,MAI5081A559,D8
2095,MAI5081A560,D8
2096,MAI5081A561,D8
2097,MAI5081A562,D8
2098,MAI5081A563,D8
2099,MAI5081A564,D8
2100,MAI5081A565,D8
2101,MAI5081A566,D8
2102,MAI5081A567,D8
2103,MAI5081A568,D8
2104,MAI5081A569,D8
2105,MAI5081A570,D8
2106,MAI5081A571,D8
2107,MAI5081A572,D8
2108,MAI5081A573,D8
2109,MAI5081A574,D8
2110,MAI5081A575,D8
2111,MAI5081A576,D8
2112,MAI5081A577,D8
2113,MAI5081A578,D8
2114,MAI5081A579,D8
2115,MAI5081A580,D8
2116,MAI5081A581,D8
2117,MAI5081A582,D8
2118,MAI5081A583,D8
2119,MAI5081A584,D8
2120,MAI5081A585,D8
2121,MAI5081A586,D8
2122,MAI5081A587,D8
2123,MAI5081A588,D8
2124,MAI5081A589,D8
2125,MAI5081A590,D8
2126,MAI5081A591,D8
2127,MAI5081A592,D8
2128,MAI5081A593,D8
2129,MAI5081A594,D8
2130,MAI5081A595,D8
2131,MAI5081A596,D8
2132,MAI5081A597,D8
2133,MAI5081A598,D8
2134,MAI5081A599,D8
2135,MAI5081A600,D8
2136,MAI5081A601,D8
2137,MAI5081A602,D8
2138,MAI5081A603,D8
2139,MAI5081A604,D8
2140,MAI5081A605,D8
2141,MAI5081A606,D8
2142,MAI5081A607,D8
2143,MAI5081A608,D8
2144,MAI5081A609,D8
2145,MAI5081A610,D8
2146,MAI5081A611,D8
2147,MAI5081A612,D8
2148,MAI5081A613,D8
2149,MAI5081A614,D8
2150,MAI5081A615,D8
2151,MAI5081A616,D8
2152,MAI5081A617,D8
2153,MAI5081A618,D8
2154,MAI5081A619,D8
2155,MAI5081A620,D8
2156,MAI5081A621,D8
2157,MAI5081A622,D8
2158,MAI5081A623,D8
2159,MAI5081A624,D8
2160,MAI5081A625,D8
2161,MAI5081A626,D8
2162,MAI5081A627,D8
2163,MAI5081A628,D8
2164,MAI5081A629,D8
2165,MAI5081A630,D8
2166,MAI5081A631,D8
2167,MAI5081A632,D8
2168,MAI5081A633,D8
2169,MAI5081A634,D8
2170,MAI5081A635,D8
2171,MAI5081A636,D8
2172,MAI5081A637,D8
2173,MAI5081A638,D8
2174,MAI5081A639,D8
2175,MAI5081A640,D8
2176,MAI5081A641,D8
2177,MAI5081A642,D8
2178,MAI5081A643,D8
2179,MAI5081A644,D8
2180,MAI5081A645,D8
2181,MAI5081A646,D8
2182,MAI5081A647,D8
2183,MAI5081A648,D8
2184,MAI5081A649,D8
2185,MAI5081A650,D8
2186,MAI5081A651,D8
2187,MAI5081A652,D8
2188,MAI5081A653,D8
2189,MAI5081A654,D8
2190,MAI5081A655,D8
2191,MAI5081A656,D8
2192,MAI5081A657,D8
2193,MAI5081A658,D8
2194,MAI5081A659,D8
2195,MAI5081A660,D8
2196,MAI5081A661,D8
2197,MAI5081A662,D8
2198,MAI5081A663,D8
2199,MAI5081A664,D8
2200,MAI5081A665,D8
2201,MAI5081A666,D8
2202,MAI5081A667,D8
2203,MAI5081A668,D8
2204,MAI5081A669,D8
2205,MAI5081A670,D8
2206,MAI5081A671,D8
2207,MAI5081A672,D8
2208,MAI5081A673,D8
2209,MAI5081A674,D8
2210,MAI5081A675,D8
2211,MAI5081A676,D8
2212,MAI5081A677,D8
2213,MAI5081A678,D8
2214,MAI5081A679,D8
2215,MAI5081A680,D8
2216,MAI5081A681,D8
2217,MAI5081A682,D8
2218,MAI5081A683,D8
2219,MAI5081A684,D8
2220,MAI5081A685,D8
2221,MAI5081A686,D8
2222,MAI5081A687,D8
2223,MAI5081A688,D8
2224,MAI5081A689,D8
2225,MAI5081A690,D8
2226,MAI5081A691,D8
2227,MAI5081A692,D8
2228,MAI5081A693,D8
2229,MAI5081A694,D8
2230,MAI5081A695,D8
2231,MAI5081A696,D8
2232,MAI5081A697,D8
2233,MAI5081A698,D8
2234,MAI5081A699,D8
2235,MAI5081A700,D8
2236,MAI5081A701,D8
2237,MAI5081A702,D8
2238,MAI5081A703,D8
2239,MAI5081A704,D8
2240,MAI5081A705,D8
2241,MAI5081A706,D8
2242,MAI5081A707,D8
2243,MAI5081A708,D8
2244,MAI5081A709,D8
2245,MAI5081A710,D8
2246,MAI5081A711,D8
2247,MAI5081A712,D8
2248,MAI5081A713,D8
2249,MAI5081A714,D8
2250,MAI5081A715,D8
2251,MAI5081A716,D8
2252,MAI5081A717,D8
2253,MAI5081A718,D8
2254,MAI5081A719,D8
2255,MAI5081A720,D8
2256,MAI5081A721,D8
2257,MAI5081A722,D8
2258,MAI5081A723,D8
2259,MAI5081A724,D8
2260,MAI5081A725,D8
2261,MAI5081A726,D8
2262,MAI5081A727,D8
2263,MAI5081A728,D8
2264,MAI5081A729,D8
2265,MAI5081A730,D8
2266,MAI5081A731,D8
2267,MAI5081A732,D8
2268,MAI5081A733,D8
2269,MAI5081A734,D8
2270,MAI5081A735,D8
2271,MAI5081A736,D8
2272,MAI5081A737,D8
2273,MAI5081A738,D8
2274,MAI5081A739,D8
2275,MAI5081A740,D8
2276,MAI5081A741,D8
2277,MAI5081A742,D8
2278,MAI5081A743,D8
2279,MAI5081A744,D8
2280,MAI5081A745,D8
2281,MAI5081A746,D8
2282,MAI5081A747,D8
2283,MAI5081A748,D8
2284,MAI5081A749,D8
2285,MAI5081A750,D8
2286,MAI5081A751,D8
2287,MAI5081A752,D8
2288,MAI5081A753,D8
2289,MAI5081A754,D8
2290,MAI5081A755,D8
2291,MAI5081A756,D8
2292,MAI5081A757,D8
2293,MAI5081A758,D8
2294,MAI5081A759,D8
2295,MAI5081A760,D8
2296,MAI5081A761,D8
2297,MAI5081A762,D8
2298,MAI5081A763,D8
2299,MAI5081A764,D8
2300,MAI5081A765,D8
2301,MAI5081A766,D8
2302,MAI5081A767,D8
2303,MAI5081A768,D8
