,samples,RT
2222,MAI5081A1455,D8
2223,MAI5081A1456,D8
2224,MAI5081A1457,D8
2225,MAI5081A1458,D8
2226,MAI5081A1459,D8
2227,MAI5081A1460,D8
2228,MAI5081A1461,D8
2229,MAI5081A1462,D8
2230,MAI5081A1463,D8
2231,MAI5081A1464,D8
2232,MAI5081A1465,D8
2233,MAI5081A1466,D8
2234,MAI5081A1467,D8
2235,MAI5081A1468,D8
2236,MAI5081A1469,D8
2237,MAI5081A1470,D8
2238,MAI5081A1471,D8
2239,MAI5081A1472,D8
2240,MAI5081A1473,D8
2241,MAI5081A1474,D8
2242,MAI5081A1475,D8
2243,MAI5081A1476,D8
2244,MAI5081A1477,D8
2245,MAI5081A1478,D8
2246,MAI5081A1479,D8
2247,MAI5081A1480,D8
2248,MAI5081A1481,D8
2249,MAI5081A1482,D8
2250,MAI5081A1483,D8
2251,MAI5081A1484,D8
2252,MAI5081A1485,D8
2253,MAI5081A1486,D8
2254,MAI5081A1487,D8
2255,MAI5081A1488,D8
2256,MAI5081A1489,D8
2257,MAI5081A1490,D8
2258,MAI5081A1491,D8
2259,MAI5081A1492,D8
2260,MAI5081A1493,D8
2261,MAI5081A1494,D8
2262,MAI5081A1495,D8
2263,MAI5081A1496,D8
2264,MAI5081A1497,D8
2265,MAI5081A1498,D8
2266,MAI5081A1499,D8
2267,MAI5081A1500,D8
2268,MAI5081A1501,D8
2269,MAI5081A1502,D8
2270,MAI5081A1503,D8
2271,MAI5081A1504,D8
2272,MAI5081A1505,D8
2273,MAI5081A1506,D8
2274,MAI5081A1507,D8
2275,MAI5081A1508,D8
2276,MAI5081A1509,D8
2277,MAI5081A1510,D8
2278,MAI5081A1511,D8
2279,MAI5081A1512,D8
2280,MAI5081A1513,D8
2281,MAI5081A1514,D8
2282,MAI5081A1515,D8
2283,MAI5081A1516,D8
2284,MAI5081A1517,D8
2285,MAI5081A1518,D8
2286,MAI5081A1519,D8
2287,MAI5081A1520,D8
2288,MAI5081A1521,D8
2289,MAI5081A1522,D8
2290,MAI5081A1523,D8
2291,MAI5081A1524,D8
2292,MAI5081A1525,D8
2293,MAI5081A1526,D8
2294,MAI5081A1527,D8
2295,MAI5081A1528,D8
2296,MAI5081A1529,D8
2297,MAI5081A1530,D8
2298,MAI5081A1531,D8
2299,MAI5081A1532,D8
2300,MAI5081A1533,D8
2301,MAI5081A1534,D8
2302,MAI5081A1535,D8
2303,MAI5081A1536,D8
