,Sample limsid,Sample Name,plate,well,384_plate
79,MAI5081A2768,index_set_080,1,G8,M15
80,MAI5081A2769,index_set_081,1,G9,M17
81,MAI5081A2770,index_set_082,1,G10,M19
82,MAI5081A2771,index_set_083,1,G11,M21
83,MAI5081A2772,index_set_084,1,G12,M23
84,MAI5081A2773,index_set_085,1,H1,O1
85,MAI5081A2774,index_set_086,1,H2,O3
86,MAI5081A2775,index_set_087,1,H3,O5
87,MAI5081A2776,index_set_088,1,H4,O7
88,MAI5081A2777,index_set_089,1,H5,O9
89,MAI5081A2778,index_set_090,1,H6,O11
90,MAI5081A2779,index_set_091,1,H7,O13
91,MAI5081A2780,index_set_092,1,H8,O15
92,MAI5081A2781,index_set_093,1,H9,O17
93,MAI5081A2782,index_set_094,1,H10,O19
94,MAI5081A2783,index_set_095,1,H11,O21
95,MAI5081A2784,index_set_096,1,H12,O23
96,MAI5081A2785,index_set_097,2,A1,A2
97,MAI5081A2786,index_set_098,2,A2,A4
98,MAI5081A2787,index_set_099,2,A3,A6
99,MAI5081A2788,index_set_100,2,A4,A8
100,MAI5081A2789,index_set_101,2,A5,A10
101,MAI5081A2790,index_set_102,2,A6,A12
102,MAI5081A2791,index_set_103,2,A7,A14
103,MAI5081A2792,index_set_104,2,A8,A16
104,MAI5081A2793,index_set_105,2,A9,A18
105,MAI5081A2794,index_set_106,2,A10,A20
106,MAI5081A2795,index_set_107,2,A11,A22
107,MAI5081A2796,index_set_108,2,A12,A24
108,MAI5081A2797,index_set_109,2,B1,C2
109,MAI5081A2798,index_set_110,2,B2,C4
110,MAI5081A2799,index_set_111,2,B3,C6
111,MAI5081A2800,index_set_112,2,B4,C8
112,MAI5081A2801,index_set_113,2,B5,C10
113,MAI5081A2802,index_set_114,2,B6,C12
114,MAI5081A2803,index_set_115,2,B7,C14
115,MAI5081A2804,index_set_116,2,B8,C16
116,MAI5081A2805,index_set_117,2,B9,C18
117,MAI5081A2806,index_set_118,2,B10,C20
118,MAI5081A2807,index_set_119,2,B11,C22
119,MAI5081A2808,index_set_120,2,B12,C24
120,MAI5081A2809,index_set_121,2,C1,E2
121,MAI5081A2810,index_set_122,2,C2,E4
122,MAI5081A2811,index_set_123,2,C3,E6
123,MAI5081A2812,index_set_124,2,C4,E8
124,MAI5081A2813,index_set_125,2,C5,E10
125,MAI5081A2814,index_set_126,2,C6,E12
126,MAI5081A2815,index_set_127,2,C7,E14
127,MAI5081A2816,index_set_128,2,C8,E16
128,MAI5081A2817,index_set_129,2,C9,E18
129,MAI5081A2818,index_set_130,2,C10,E20
130,MAI5081A2819,index_set_131,2,C11,E22
131,MAI5081A2820,index_set_132,2,C12,E24
132,MAI5081A2821,index_set_133,2,D1,G2
133,MAI5081A2822,index_set_134,2,D2,G4
134,MAI5081A2823,index_set_135,2,D3,G6
135,MAI5081A2824,index_set_136,2,D4,G8
136,MAI5081A2825,index_set_137,2,D5,G10
137,MAI5081A2826,index_set_138,2,D6,G12
138,MAI5081A2827,index_set_139,2,D7,G14
139,MAI5081A2828,index_set_140,2,D8,G16
140,MAI5081A2829,index_set_141,2,D9,G18
141,MAI5081A2830,index_set_142,2,D10,G20
142,MAI5081A2831,index_set_143,2,D11,G22
143,MAI5081A2832,index_set_144,2,D12,G24
144,MAI5081A2833,index_set_145,2,E1,I2
145,MAI5081A2834,index_set_146,2,E2,I4
146,MAI5081A2835,index_set_147,2,E3,I6
147,MAI5081A2836,index_set_148,2,E4,I8
148,MAI5081A2837,index_set_149,2,E5,I10
149,MAI5081A2838,index_set_150,2,E6,I12
150,MAI5081A2839,index_set_151,2,E7,I14
151,MAI5081A2840,index_set_152,2,E8,I16
152,MAI5081A2841,index_set_153,2,E9,I18
153,MAI5081A2842,index_set_154,2,E10,I20
154,MAI5081A2843,index_set_155,2,E11,I22
155,MAI5081A2844,index_set_156,2,E12,I24
156,MAI5081A2845,index_set_157,2,F1,K2
157,MAI5081A2846,index_set_158,2,F2,K4
158,MAI5081A2847,index_set_159,2,F3,K6
159,MAI5081A2848,index_set_160,2,F4,K8
160,MAI5081A2849,index_set_161,2,F5,K10
161,MAI5081A2850,index_set_162,2,F6,K12
162,MAI5081A2851,index_set_163,2,F7,K14
163,MAI5081A2852,index_set_164,2,F8,K16
164,MAI5081A2853,index_set_165,2,F9,K18
165,MAI5081A2854,index_set_166,2,F10,K20
166,MAI5081A2855,index_set_167,2,F11,K22
167,MAI5081A2856,index_set_168,2,F12,K24
168,MAI5081A2857,index_set_169,2,G1,M2
169,MAI5081A2858,index_set_170,2,G2,M4
170,MAI5081A2859,index_set_171,2,G3,M6
171,MAI5081A2860,index_set_172,2,G4,M8
172,MAI5081A2861,index_set_173,2,G5,M10
173,MAI5081A2862,index_set_174,2,G6,M12
174,MAI5081A2863,index_set_175,2,G7,M14
175,MAI5081A2864,index_set_176,2,G8,M16
176,MAI5081A2865,index_set_177,2,G9,M18
177,MAI5081A2866,index_set_178,2,G10,M20
178,MAI5081A2867,index_set_179,2,G11,M22
179,MAI5081A2868,index_set_180,2,G12,M24
180,MAI5081A2869,index_set_181,2,H1,O2
181,MAI5081A2870,index_set_182,2,H2,O4
182,MAI5081A2871,index_set_183,2,H3,O6
183,MAI5081A2872,index_set_184,2,H4,O8
184,MAI5081A2873,index_set_185,2,H5,O10
185,MAI5081A2874,index_set_186,2,H6,O12
186,MAI5081A2875,index_set_187,2,H7,O14
187,MAI5081A2876,index_set_188,2,H8,O16
188,MAI5081A2877,index_set_189,2,H9,O18
189,MAI5081A2878,index_set_190,2,H10,O20
190,MAI5081A2879,index_set_191,2,H11,O22
191,MAI5081A2880,index_set_192,2,H12,O24
192,MAI5081A2881,index_set_193,3,A1,B1
193,MAI5081A2882,index_set_194,3,A2,B3
194,MAI5081A2883,index_set_195,3,A3,B5
195,MAI5081A2884,index_set_196,3,A4,B7
196,MAI5081A2885,index_set_197,3,A5,B9
197,MAI5081A2886,index_set_198,3,A6,B11
198,MAI5081A2887,index_set_199,3,A7,B13
199,MAI5081A2888,index_set_200,3,A8,B15
200,MAI5081A2889,index_set_201,3,A9,B17
201,MAI5081A2890,index_set_202,3,A10,B19
202,MAI5081A2891,index_set_203,3,A11,B21
203,MAI5081A2892,index_set_204,3,A12,B23
204,MAI5081A2893,index_set_205,3,B1,D1
205,MAI5081A2894,index_set_206,3,B2,D3
206,MAI5081A2895,index_set_207,3,B3,D5
207,MAI5081A2896,index_set_208,3,B4,D7
208,MAI5081A2897,index_set_209,3,B5,D9
209,MAI5081A2898,index_set_210,3,B6,D11
210,MAI5081A2899,index_set_211,3,B7,D13
211,MAI5081A2900,index_set_212,3,B8,D15
212,MAI5081A2901,index_set_213,3,B9,D17
213,MAI5081A2902,index_set_214,3,B10,D19
214,MAI5081A2903,index_set_215,3,B11,D21
215,MAI5081A2904,index_set_216,3,B12,D23
216,MAI5081A2905,index_set_217,3,C1,F1
217,MAI5081A2906,index_set_218,3,C2,F3
218,MAI5081A2907,index_set_219,3,C3,F5
219,MAI5081A2908,index_set_220,3,C4,F7
220,MAI5081A2909,index_set_221,3,C5,F9
221,MAI5081A2910,index_set_222,3,C6,F11
222,MAI5081A2911,index_set_223,3,C7,F13
223,MAI5081A2912,index_set_224,3,C8,F15
224,MAI5081A2913,index_set_225,3,C9,F17
225,MAI5081A2914,index_set_226,3,C10,F19
226,MAI5081A2915,index_set_227,3,C11,F21
227,MAI5081A2916,index_set_228,3,C12,F23
228,MAI5081A2917,index_set_229,3,D1,H1
229,MAI5081A2918,index_set_230,3,D2,H3
230,MAI5081A2919,index_set_231,3,D3,H5
231,MAI5081A2920,index_set_232,3,D4,H7
232,MAI5081A2921,index_set_233,3,D5,H9
233,MAI5081A2922,index_set_234,3,D6,H11
234,MAI5081A2923,index_set_235,3,D7,H13
235,MAI5081A2924,index_set_236,3,D8,H15
236,MAI5081A2925,index_set_237,3,D9,H17
237,MAI5081A2926,index_set_238,3,D10,H19
238,MAI5081A2927,index_set_239,3,D11,H21
239,MAI5081A2928,index_set_240,3,D12,H23
240,MAI5081A2929,index_set_241,3,E1,J1
241,MAI5081A2930,index_set_242,3,E2,J3
242,MAI5081A2931,index_set_243,3,E3,J5
243,MAI5081A2932,index_set_244,3,E4,J7
244,MAI5081A2933,index_set_245,3,E5,J9
245,MAI5081A2934,index_set_246,3,E6,J11
246,MAI5081A2935,index_set_247,3,E7,J13
247,MAI5081A2936,index_set_248,3,E8,J15
248,MAI5081A2937,index_set_249,3,E9,J17
249,MAI5081A2938,index_set_250,3,E10,J19
250,MAI5081A2939,index_set_251,3,E11,J21
251,MAI5081A2940,index_set_252,3,E12,J23
252,MAI5081A2941,index_set_253,3,F1,L1
253,MAI5081A2942,index_set_254,3,F2,L3
254,MAI5081A2943,index_set_255,3,F3,L5
255,MAI5081A2944,index_set_256,3,F4,L7
256,MAI5081A2945,index_set_257,3,F5,L9
257,MAI5081A2946,index_set_258,3,F6,L11
258,MAI5081A2947,index_set_259,3,F7,L13
259,MAI5081A2948,index_set_260,3,F8,L15
260,MAI5081A2949,index_set_261,3,F9,L17
261,MAI5081A2950,index_set_262,3,F10,L19
262,MAI5081A2951,index_set_263,3,F11,L21
263,MAI5081A2952,index_set_264,3,F12,L23
264,MAI5081A2953,index_set_265,3,G1,N1
265,MAI5081A2954,index_set_266,3,G2,N3
266,MAI5081A2955,index_set_267,3,G3,N5
267,MAI5081A2956,index_set_268,3,G4,N7
268,MAI5081A2957,index_set_269,3,G5,N9
269,MAI5081A2958,index_set_270,3,G6,N11
270,MAI5081A2959,index_set_271,3,G7,N13
271,MAI5081A2960,index_set_272,3,G8,N15
272,MAI5081A2961,index_set_273,3,G9,N17
273,MAI5081A2962,index_set_274,3,G10,N19
274,MAI5081A2963,index_set_275,3,G11,N21
275,MAI5081A2964,index_set_276,3,G12,N23
276,MAI5081A2965,index_set_277,3,H1,P1
277,MAI5081A2966,index_set_278,3,H2,P3
278,MAI5081A2967,index_set_279,3,H3,P5
279,MAI5081A2968,index_set_280,3,H4,P7
280,MAI5081A2969,index_set_281,3,H5,P9
281,MAI5081A2970,index_set_282,3,H6,P11
282,MAI5081A2971,index_set_283,3,H7,P13
283,MAI5081A2972,index_set_284,3,H8,P15
284,MAI5081A2973,index_set_285,3,H9,P17
285,MAI5081A2974,index_set_286,3,H10,P19
286,MAI5081A2975,index_set_287,3,H11,P21
287,MAI5081A2976,index_set_288,3,H12,P23
288,MAI5081A2977,index_set_289,4,A1,B2
289,MAI5081A2978,index_set_290,4,A2,B4
290,MAI5081A2979,index_set_291,4,A3,B6
291,MAI5081A2980,index_set_292,4,A4,B8
292,MAI5081A2981,index_set_293,4,A5,B10
293,MAI5081A2982,index_set_294,4,A6,B12
294,MAI5081A2983,index_set_295,4,A7,B14
295,MAI5081A2984,index_set_296,4,A8,B16
296,MAI5081A2985,index_set_297,4,A9,B18
297,MAI5081A2986,index_set_298,4,A10,B20
298,MAI5081A2987,index_set_299,4,A11,B22
299,MAI5081A2988,index_set_300,4,A12,B24
300,MAI5081A2989,index_set_301,4,B1,D2
301,MAI5081A2990,index_set_302,4,B2,D4
302,MAI5081A2991,index_set_303,4,B3,D6
303,MAI5081A2992,index_set_304,4,B4,D8
304,MAI5081A2993,index_set_305,4,B5,D10
305,MAI5081A2994,index_set_306,4,B6,D12
306,MAI5081A2995,index_set_307,4,B7,D14
307,MAI5081A2996,index_set_308,4,B8,D16
308,MAI5081A2997,index_set_309,4,B9,D18
309,MAI5081A2998,index_set_310,4,B10,D20
310,MAI5081A2999,index_set_311,4,B11,D22
311,MAI5081A3000,index_set_312,4,B12,D24
312,MAI5081A3001,index_set_313,4,C1,F2
313,MAI5081A3002,index_set_314,4,C2,F4
314,MAI5081A3003,index_set_315,4,C3,F6
315,MAI5081A3004,index_set_316,4,C4,F8
316,MAI5081A3005,index_set_317,4,C5,F10
317,MAI5081A3006,index_set_318,4,C6,F12
318,MAI5081A3007,index_set_319,4,C7,F14
319,MAI5081A3008,index_set_320,4,C8,F16
320,MAI5081A3009,index_set_321,4,C9,F18
321,MAI5081A3010,index_set_322,4,C10,F20
322,MAI5081A3011,index_set_323,4,C11,F22
323,MAI5081A3012,index_set_324,4,C12,F24
324,MAI5081A3013,index_set_325,4,D1,H2
325,MAI5081A3014,index_set_326,4,D2,H4
326,MAI5081A3015,index_set_327,4,D3,H6
327,MAI5081A3016,index_set_328,4,D4,H8
328,MAI5081A3017,index_set_329,4,D5,H10
329,MAI5081A3018,index_set_330,4,D6,H12
330,MAI5081A3019,index_set_331,4,D7,H14
331,MAI5081A3020,index_set_332,4,D8,H16
332,MAI5081A3021,index_set_333,4,D9,H18
333,MAI5081A3022,index_set_334,4,D10,H20
334,MAI5081A3023,index_set_335,4,D11,H22
335,MAI5081A3024,index_set_336,4,D12,H24
336,MAI5081A3025,index_set_337,4,E1,J2
337,MAI5081A3026,index_set_338,4,E2,J4
338,MAI5081A3027,index_set_339,4,E3,J6
339,MAI5081A3028,index_set_340,4,E4,J8
340,MAI5081A3029,index_set_341,4,E5,J10
341,MAI5081A3030,index_set_342,4,E6,J12
342,MAI5081A3031,index_set_343,4,E7,J14
343,MAI5081A3032,index_set_344,4,E8,J16
344,MAI5081A3033,index_set_345,4,E9,J18
345,MAI5081A3034,index_set_346,4,E10,J20
346,MAI5081A3035,index_set_347,4,E11,J22
347,MAI5081A3036,index_set_348,4,E12,J24
348,MAI5081A3037,index_set_349,4,F1,L2
349,MAI5081A3038,index_set_350,4,F2,L4
350,MAI5081A3039,index_set_351,4,F3,L6
351,MAI5081A3040,index_set_352,4,F4,L8
352,MAI5081A3041,index_set_353,4,F5,L10
353,MAI5081A3042,index_set_354,4,F6,L12
354,MAI5081A3043,index_set_355,4,F7,L14
355,MAI5081A3044,index_set_356,4,F8,L16
356,MAI5081A3045,index_set_357,4,F9,L18
357,MAI5081A3046,index_set_358,4,F10,L20
358,MAI5081A3047,index_set_359,4,F11,L22
359,MAI5081A3048,index_set_360,4,F12,L24
360,MAI5081A3049,index_set_361,4,G1,N2
361,MAI5081A3050,index_set_362,4,G2,N4
362,MAI5081A3051,index_set_363,4,G3,N6
363,MAI5081A3052,index_set_364,4,G4,N8
364,MAI5081A3053,index_set_365,4,G5,N10
365,MAI5081A3054,index_set_366,4,G6,N12
366,MAI5081A3055,index_set_367,4,G7,N14
367,MAI5081A3056,index_set_368,4,G8,N16
368,MAI5081A3057,index_set_369,4,G9,N18
369,MAI5081A3058,index_set_370,4,G10,N20
370,MAI5081A3059,index_set_371,4,G11,N22
371,MAI5081A3060,index_set_372,4,G12,N24
372,MAI5081A3061,index_set_373,4,H1,P2
373,MAI5081A3062,index_set_374,4,H2,P4
374,MAI5081A3063,index_set_375,4,H3,P6
375,MAI5081A3064,index_set_376,4,H4,P8
376,MAI5081A3065,index_set_377,4,H5,P10
377,MAI5081A3066,index_set_378,4,H6,P12
378,MAI5081A3067,index_set_379,4,H7,P14
379,MAI5081A3068,index_set_380,4,H8,P16
380,MAI5081A3069,index_set_381,4,H9,P18
381,MAI5081A3070,index_set_382,4,H10,P20
382,MAI5081A3071,index_set_383,4,H11,P22
383,MAI5081A3072,index_set_384,4,H12,P24
